,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
745,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,232.9
746,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,169.2
747,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,354.8
748,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,260.5
749,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,235.0
750,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,329.8
751,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,245.8
752,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,368.7
753,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,301.3
754,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,1506.0,23.5,3.68,102.9,100.0,1505.0,368.3,34.19,73970.0,72.96,273.5,7.1034,65.345,-6.3274,6.83,65.772,-5.4942,226.0
755,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,1282.0,45.2,3.68,131.9,100.0,1305.0,369.0,34.55,67230.0,81.03,232.9,7.3852,72.469,-7.3111,7.3973,78.337,-6.1343,236.3
756,1692.0,37.4,2.85,115.3,100.0,1713.0,362.9,34.41,61640.0,79.12,236.3,8.4292,72.514,-6.2932,8.1372,72.178,-5.3868,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,1535.0,9.9,2.99,74.3,100.0,1492.0,373.8,34.26,47290.0,86.42,169.2,6.1802,67.537,-6.5288,5.9321,67.147,-5.5899,221.7
757,1660.0,22.2,5.21,94.1,100.0,1653.0,365.9,34.64,56420.0,90.55,221.7,6.822,65.495,-6.8701,6.5686,65.326,-5.7002,1692.0,37.4,2.85,115.3,100.0,1713.0,362.9,34.41,61640.0,79.12,236.3,8.4292,72.514,-6.2932,8.1372,72.178,-5.3868,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,1547.0,42.3,5.42,125.7,100.0,1571.0,374.5,34.21,83280.0,88.63,354.8,8.0369,79.961,-7.0087,7.8273,77.836,-5.8711,212.9
758,1530.0,24.9,3.84,104.2,100.0,1533.0,366.7,34.53,55170.0,82.45,212.9,7.2856,67.542,-6.3525,6.975,67.539,-5.4299,1660.0,22.2,5.21,94.1,100.0,1653.0,365.9,34.64,56420.0,90.55,221.7,6.822,65.495,-6.8701,6.5686,65.326,-5.7002,1692.0,37.4,2.85,115.3,100.0,1713.0,362.9,34.41,61640.0,79.12,236.3,8.4292,72.514,-6.2932,8.1372,72.178,-5.3868,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,1971.0,32.7,4.4,103.4,100.0,1975.0,380.5,34.88,71620.0,77.29,260.5,7.8862,73.455,-6.4398,7.6629,73.755,-5.473,215.7
759,1727.0,34.3,3.84,117.1,100.0,1743.0,368.1,34.0,55040.0,87.36,215.7,8.1441,73.166,-6.785,7.9318,73.492,-5.6721,1530.0,24.9,3.84,104.2,100.0,1533.0,366.7,34.53,55170.0,82.45,212.9,7.2856,67.542,-6.3525,6.975,67.539,-5.4299,1660.0,22.2,5.21,94.1,100.0,1653.0,365.9,34.64,56420.0,90.55,221.7,6.822,65.495,-6.8701,6.5686,65.326,-5.7002,1692.0,37.4,2.85,115.3,100.0,1713.0,362.9,34.41,61640.0,79.12,236.3,8.4292,72.514,-6.2932,8.1372,72.178,-5.3868,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,2389.0,26.8,5.46,97.5,99.0,2384.0,384.6,34.51,68270.0,75.85,235.0,9.3019,97.921,-5.8735,9.0655,96.431,-4.9345,176.6
760,2077.0,37.2,4.36,109.5,100.0,2086.0,371.3,33.77,45520.0,90.72,176.6,9.2064,88.719,-5.7939,9.0355,89.08,-4.9876,1727.0,34.3,3.84,117.1,100.0,1743.0,368.1,34.0,55040.0,87.36,215.7,8.1441,73.166,-6.785,7.9318,73.492,-5.6721,1530.0,24.9,3.84,104.2,100.0,1533.0,366.7,34.53,55170.0,82.45,212.9,7.2856,67.542,-6.3525,6.975,67.539,-5.4299,1660.0,22.2,5.21,94.1,100.0,1653.0,365.9,34.64,56420.0,90.55,221.7,6.822,65.495,-6.8701,6.5686,65.326,-5.7002,1692.0,37.4,2.85,115.3,100.0,1713.0,362.9,34.41,61640.0,79.12,236.3,8.4292,72.514,-6.2932,8.1372,72.178,-5.3868,1770.0,15.1,5.07,81.7,100.0,1741.0,367.5,34.9,61200.0,85.34,226.0,6.5171,69.724,-6.2217,6.3126,69.934,-5.2903,2112.0,30.1,5.34,98.8,100.0,2110.0,370.9,34.69,82490.0,77.89,301.3,7.9088,77.048,-5.7094,7.7278,76.942,-4.9201,2416.0,31.5,5.9,102.9,100.0,2417.0,374.6,34.7,95770.0,80.58,368.7,8.1802,80.209,-5.5881,7.9667,80.338,-4.6978,2428.0,32.4,6.17,102.0,100.0,2430.0,378.9,34.86,69940.0,77.79,245.8,8.7041,85.857,-5.7136,8.411,85.341,-4.7027,2305.0,38.5,6.85,109.6,100.0,2314.0,381.9,34.69,85750.0,74.6,329.8,8.9153,85.169,-5.658,8.5938,85.516,-4.646,309.3
